ST001D01T,MATHPREF,MATHEASE,MATHMOT,MATHEFF,MATHEF21,MATHPERS,PV1MATH
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,1.1178,0.1952,-0.0411,566.274
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.226,-0.5433,-0.8546,411.861
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.0547,-0.5862,0.0602,391.072
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.485,1.9453,0.465,421.541
Grade 10,,,,,,,526.674
Grade 10,No preference for mathematics over other subjects,Perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.721,-0.6171,-0.7918,369.406
Grade 10,Preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.6679,0.7807,0.3662,554.874
Grade 11,,,,,,,414.764
Grade 10,Preference for mathematics over other subjects,Perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.0536,1.3813,0.9578,519.337
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.2619,0.7456,-0.4987,350.797
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.21,0.6619,0.0843,521.436
Grade 10,No preference for mathematics over other subjects,Perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.7538,0.8986,1.1243,580.535
Grade 10,,,,,,,418.173
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.6345,-0.1126,-0.8112,511.511
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.2544,0.171,1.0856,428.401
Grade 10,Preference for mathematics over other subjects,Perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,2.286,2.3457,0.9233,494.128
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.7629,-0.195,1.4414,484.609
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.2846,-0.1383,-1.0072,564.073
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-2.1355,-1.0431,0.6487,614.693
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.564,-0.0773,0.0847,312.759
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.882,-0.0271,0.9997,393.585
Grade 10,,,,,,,418.068
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.7831,-1.3931,-1.2173,406.79
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.1339,0.7589,-0.1383,463.0
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.009,-0.6118,-0.1031,316.124
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.1775,-0.3047,0.2014,500.427
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.233,-0.2812,-0.1078,498.701
Grade 11,Preference for mathematics over other subjects,Perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,0.266,2.1843,-0.0613,469.178
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,1.277,1.0114,0.3943,597.599
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.5791,0.7195,1.1131,444.57
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.5882,0.1353,-0.8282,461.451
Grade 10,,,,,,,356.272
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.2678,0.1221,2.3169,518.999
Grade 11,,,,,,,374.709
Grade 11,,,,,,,327.875
Grade 9,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.6832,-0.6566,-0.3767,345.721
Grade 10,No preference for mathematics over other subjects,Perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,2.2399,2.1935,1.434,558.098
Grade 10,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-1.5698,-0.5709,0.7827,473.562
Grade 11,Preference for mathematics over other subjects,Perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,2.1839,2.2971,0.5233,700.894
Grade 9,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,2.1802,1.7202,2.356,535.742
Grade 11,No preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.9608,-1.7004,-0.1511,360.153
Grade 11,Preference for mathematics over other subjects,No perception of mathematics as easier than other subjects,Not more motivated to do well in mathematics than other subjects,-0.191,0.7434,0.5522,579.351
